0,1,2,3,4,5,6,7,8,9,PREF
-0.638423606707242,-0.5090009480006862,-0.5738353554799747,-0.3930799495156665,-0.18257418583505725,-0.5014540125948017,-0.2544504103799292,-0.3214285714285612,-0.11785113019775692,-0.6039870422635071,101.754
-0.6384236067072352,-0.509000948000681,-3.3608216573057376e-15,3.300978229120502e-15,0.9128709291752796,1.7070197989387613e-15,3.2577204700065802e-15,-0.32142857142857306,-0.11785113019775584,-0.6039870422635129,101.789
-0.6384236067072336,-0.5090009480006844,-0.24904722953057654,0.8548604677626152,-0.18257418583505464,-0.02704849408232595,0.08035817996762179,-0.3214285714285641,-0.11785113019775773,-0.6039870422635012,106.315
-0.6384236067072347,-0.509000948000684,0.19134317578861176,-0.09934993129807232,-0.18257418583505297,0.5837542499361986,-0.642454944654963,-0.3214285714285735,-0.11785113019775607,-0.6039870422635123,430.014
-0.6384236067072337,-0.5090009480006831,-0.11588712589405299,-0.32113198282646693,-0.18257418583505755,0.42266117589420754,0.7104941618688372,-0.32142857142856346,-0.11785113019775245,-0.6039870422635153,118.088
-0.6384236067072332,-0.5090009480006831,0.7474265351159689,-0.0412986041224139,-0.18257418583505172,-0.47791291915326545,0.10605301319844375,-0.3214285714285864,-0.1178511301977618,-0.6039870422634952,122.949
0.7600195548725703,-0.2983905877838079,-0.5738353554799694,-0.3930799495156554,-0.1825741858350578,-0.5014540125948028,-0.25445041037991545,-0.32142857142855963,-0.1178511301977564,-0.6039870422635233,103.588
0.7600195548725706,-0.2983905877838084,-3.691110317944508e-15,4.2135677829737815e-15,0.9128709291752739,3.016428880163701e-15,5.292121492614756e-15,-0.3214285714285677,-0.11785113019775408,-0.6039870422635241,102.543
0.7600195548725713,-0.2983905877838087,-0.24904722953058395,0.8548604677626083,-0.1825741858350543,-0.02704849408232482,0.08035817996762007,-0.3214285714285761,-0.11785113019775854,-0.6039870422634982,106.113
0.760019554872571,-0.29839058778380817,0.19134317578861015,-0.09934993129807711,-0.18257418583505586,0.5837542499362001,-0.6424549446549713,-0.32142857142856723,-0.11785113019775606,-0.6039870422635076,416.52
0.760019554872571,-0.29839058778380784,-0.11588712589405223,-0.32113198282647065,-0.18257418583505572,0.4226611758942087,0.7104941618688242,-0.3214285714285661,-0.11785113019775624,-0.6039870422635083,119.877
0.7600195548725706,-0.29839058778380817,0.7474265351159672,-0.04129860412240617,-0.18257418583505614,-0.47791291915326817,0.10605301319844915,-0.3214285714285911,-0.11785113019775624,-0.6039870422635077,123.342
-0.12159594816533677,0.8073915357844911,-0.5738353554799701,-0.39307994951566416,-0.18257418583505522,-0.5014540125948039,-0.2544504103799301,-0.32142857142856124,-0.11785113019775474,-0.6039870422635099,118.913
-0.12159594816533764,0.8073915357844894,-7.222074208219046e-15,-1.7516307446178956e-15,0.9128709291752768,2.5512954530938958e-15,1.166816692347611e-16,-0.32142857142857134,-0.11785113019775915,-0.6039870422635096,116.237
-0.12159594816533706,0.8073915357844903,-0.24904722953058397,0.8548604677626116,-0.18257418583505572,-0.027048494082323755,0.08035817996762279,-0.32142857142856956,-0.1178511301977567,-0.6039870422635084,120.012
-0.12159594816533698,0.8073915357844906,0.1913431757886106,-0.09934993129807652,-0.18257418583505577,0.5837542499361997,-0.6424549446549714,-0.3214285714285672,-0.11785113019775591,-0.6039870422635084,430.928
-0.12159594816533699,0.8073915357844911,-0.1158871258940521,-0.3211319828264704,-0.18257418583505575,0.42266117589420854,0.7104941618688243,-0.32142857142856646,-0.11785113019775638,-0.6039870422635084,133.761
-0.12159594816533728,0.8073915357844906,0.747426535115967,-0.04129860412240604,-0.1825741858350563,-0.4779129191532685,0.10605301319844916,-0.3214285714285913,-0.11785113019775637,-0.603987042263508,137.249
-0.6384236067072337,-0.5090009480006833,-0.5738353554799723,-0.39307994951566366,-0.18257418583505558,-0.5014540125948027,-0.25445041037992944,-0.32142857142856196,-0.23570226039551495,-0.48613591206575113,126.927
-0.638423606707234,-0.5090009480006832,-5.6409221844727236e-15,-1.0299528962814436e-15,0.9128709291752763,2.9502536096861622e-15,-1.0697370740050524e-15,-0.3214285714285712,-0.23570226039551465,-0.4861359120657513,126.892
-0.638423606707234,-0.5090009480006836,-0.24904722953058395,0.8548604677626119,-0.18257418583505552,-0.027048494082323103,0.08035817996762294,-0.3214285714285689,-0.23570226039551492,-0.48613591206575113,134.618
-0.6384236067072336,-0.5090009480006833,0.19134317578861068,-0.09934993129807658,-0.18257418583505564,0.5837542499362003,-0.642454944654972,-0.3214285714285669,-0.23570226039551403,-0.486135912065751,777.809
-0.6384236067072336,-0.5090009480006831,-0.11588712589405194,-0.32113198282647043,-0.18257418583505539,0.42266117589420904,0.7104941618688241,-0.3214285714285662,-0.23570226039551445,-0.48613591206575124,160.207
-0.638423606707234,-0.5090009480006836,0.747426535115967,-0.04129860412240636,-0.18257418583505594,-0.47791291915326783,0.10605301319844883,-0.3214285714285907,-0.23570226039551445,-0.48613591206575035,168.738
0.760019554872571,-0.2983905877838081,-0.573835355479972,-0.3930799495156634,-0.1825741858350556,-0.5014540125948027,-0.2544504103799292,-0.3214285714285619,-0.23570226039551473,-0.48613591206575124,127.051
0.7600195548725709,-0.298390587783808,-6.159404299939098e-15,-1.105452884675554e-15,0.9128709291752762,2.8242865271547832e-15,-1.0047727203518038e-15,-0.32142857142857134,-0.23570226039551448,-0.4861359120657507,125.633
0.7600195548725707,-0.2983905877838083,-0.24904722953058386,0.8548604677626119,-0.1825741858350556,-0.02704849408232336,0.08035817996762332,-0.3214285714285691,-0.23570226039551478,-0.48613591206575135,132.852
0.7600195548725708,-0.298390587783808,0.19134317578861051,-0.09934993129807665,-0.18257418583505575,0.5837542499362001,-0.6424549446549714,-0.321428571428567,-0.23570226039551387,-0.4861359120657508,752.307
0.7600195548725709,-0.29839058778380784,-0.11588712589405216,-0.32113198282647043,-0.18257418583505558,0.4226611758942087,0.7104941618688241,-0.3214285714285662,-0.23570226039551437,-0.48613591206575096,160.052
0.7600195548725709,-0.29839058778380834,0.7474265351159675,-0.04129860412240616,-0.18257418583505605,-0.477912919153268,0.1060530131984492,-0.3214285714285909,-0.23570226039551442,-0.48613591206575035,166.997
-0.12159594816533689,0.8073915357844907,-0.573835355479972,-0.3930799495156632,-0.1825741858350558,-0.501454012594803,-0.2544504103799293,-0.32142857142856235,-0.23570226039551484,-0.4861359120657513,142.309
-0.12159594816533709,0.8073915357844907,-5.920850683581353e-15,-7.868771599551875e-16,0.9128709291752762,2.5142527381007192e-15,-9.621692308420768e-16,-0.3214285714285717,-0.23570226039551448,-0.48613591206575113,139.344
-0.12159594816533707,0.8073915357844904,-0.24904722953058406,0.8548604677626119,-0.18257418583505583,-0.02704849408232357,0.08035817996762297,-0.3214285714285694,-0.23570226039551476,-0.48613591206575113,146.709
-0.121595948165337,0.8073915357844906,0.1913431757886106,-0.09934993129807654,-0.1825741858350558,0.5837542499361998,-0.6424549446549715,-0.3214285714285671,-0.23570226039551392,-0.486135912065751,766.649
-0.12159594816533702,0.8073915357844909,-0.11588712589405228,-0.32113198282647043,-0.1825741858350559,0.4226611758942086,0.7104941618688242,-0.3214285714285665,-0.23570226039551437,-0.4861359120657508,173.812
-0.12159594816533721,0.8073915357844905,0.7474265351159672,-0.0412986041224062,-0.18257418583505622,-0.4779129191532683,0.10605301319844886,-0.3214285714285913,-0.23570226039551445,-0.4861359120657503,180.872
-0.6384236067072337,-0.5090009480006834,-0.573835355479972,-0.39307994951566355,-0.18257418583505544,-0.5014540125948024,-0.2544504103799295,-0.32142857142856185,-0.353553390593273,-0.36828478186799357,152.047
