0,1,2,3,4,5,6,7,PREF
1.2472191289246453,1.7384917914407922,0.7071067811865471,-9.58281834538788e-16,0.5733110240993606,-0.41390152167652416,0.4999999999999995,-0.13283934316678978,3451
1.2472191289246424,1.7384917914407922,0.707106781186547,3.2643354241087934e-16,0.5733110240993585,-0.41390152167652566,-0.49999999999999867,-0.13283934316679,3138
1.247219128924647,1.7384917914407922,0.7071067811865471,-5.322496941816491e-16,-1.2025565888449039e-15,-1.2030784466809434e-16,0.5000000000000008,-0.1328393431667901,3314
1.2472191289246473,1.7384917914407922,0.7071067811865468,3.1162907973421887e-16,-2.376699924738225e-16,-1.5156495308460669e-16,-0.5000000000000004,-0.13283934316679027,3398
1.2472191289246461,1.7384917914407927,0.7071067811865481,-5.365732091931052e-16,-0.5733110240993593,0.4139015216765246,0.49999999999999895,-0.13283934316679027,3269
1.247219128924648,1.7384917914407922,0.7071067811865478,8.392312532333725e-16,-0.5733110240993595,0.4139015216765262,-0.4999999999999992,-0.13283934316679005,3333
1.2472191289246464,1.7384917914407922,-0.7071067811865481,-6.442247237304109e-16,0.5733110240993603,-0.41390152167652544,0.4999999999999995,-0.1328393431667903,5231
1.2472191289246473,1.7384917914407922,-0.7071067811865474,-4.021580940951153e-16,0.5733110240993596,-0.41390152167652533,-0.5000000000000002,-0.13283934316679027,5289
1.247219128924647,1.7384917914407922,-0.7071067811865479,-3.045206628102101e-16,-6.829787886681922e-16,-5.528985776533502e-16,0.49999999999999933,-0.13283934316679022,5235
1.2472191289246466,1.7384917914407922,-0.7071067811865477,8.568506797828842e-17,-1.2701557196439243e-15,-6.743599814906859e-17,-0.5000000000000003,-0.1328393431667902,5304
1.2472191289246475,1.7384917914407922,-0.7071067811865477,1.9202550955906596e-16,-0.5733110240993592,0.4139015216765258,0.5,-0.1328393431667902,5241
1.2472191289246486,1.7384917914407922,-0.7071067811865474,4.840452569746387e-16,-0.5733110240993593,0.41390152167652633,-0.49999999999999944,-0.13283934316679016,5338
-0.6236095644623245,1.7384917914407922,0.7071067811865471,-9.360764289751171e-16,0.15940950242283433,-0.9872125457758847,0.49999999999999906,-0.13283934316678947,3269
-0.6236095644623243,1.7384917914407922,0.7071067811865475,-6.018127837723818e-16,0.15940950242283383,-0.9872125457758842,-0.49999999999999895,-0.13283934316678947,3139
-0.6236095644623246,1.7384917914407922,0.707106781186547,-6.751896389654457e-16,-0.41390152167652633,-0.5733110240993599,0.4999999999999996,-0.13283934316678941,3264
-0.6236095644623244,1.7384917914407922,0.7071067811865474,-2.9325971951206627e-16,-0.4139015216765267,-0.5733110240993597,-0.4999999999999998,-0.13283934316678941,3153
-0.6236095644623245,1.7384917914407922,0.7071067811865474,-1.9704363872098173e-16,-0.9872125457758848,-0.15940950242283347,0.5000000000000004,-0.1328393431667894,3161
-0.6236095644623243,1.7384917914407922,0.7071067811865476,1.9044011095951149e-16,-0.9872125457758852,-0.15940950242283322,-0.4999999999999992,-0.1328393431667894,3512
-0.6236095644623244,1.7384917914407922,-0.7071067811865478,-1.2507752109731148e-15,0.15940950242283444,-0.9872125457758845,0.4999999999999996,-0.13283934316678958,5228
-0.6236095644623242,1.7384917914407922,-0.7071067811865476,-8.632914612926217e-16,0.15940950242283408,-0.987212545775884,-0.4999999999999999,-0.13283934316678955,5328
-0.6236095644623244,1.7384917914407922,-0.7071067811865479,-9.360745292823143e-16,-0.4139015216765264,-0.5733110240993597,0.4999999999999996,-0.13283934316678955,5220
-0.6236095644623242,1.7384917914407922,-0.7071067811865477,-5.48590779601821e-16,-0.4139015216765267,-0.5733110240993595,-0.5,-0.13283934316678953,5310
-0.6236095644623242,1.7384917914407922,-0.7071067811865477,-4.477399625105796e-16,-0.9872125457758848,-0.15940950242283342,0.4999999999999996,-0.1328393431667895,5309
-0.6236095644623241,1.7384917914407922,-0.7071067811865475,-6.025621283008647e-17,-0.9872125457758852,-0.15940950242283317,-0.4999999999999995,-0.13283934316678947,5328
-0.6236095644623243,1.7384917914407922,-0.7071067811865476,-1.1936905749994799e-16,0.9872125457758861,0.15940950242283422,0.49999999999999933,-0.1328393431667895,14638
-0.6236095644623242,1.7384917914407922,-0.7071067811865474,2.6811469218054513e-16,0.9872125457758857,0.15940950242283447,-0.4999999999999999,-0.13283934316678947,14761
-0.6236095644623243,1.7384917914407922,-0.7071067811865477,1.9619802623830661e-16,0.41390152167652516,0.5733110240993589,0.49999999999999944,-0.13283934316678947,14562
-0.6236095644623242,1.7384917914407922,-0.7071067811865475,5.836817759187997e-16,0.4139015216765248,0.5733110240993591,-0.5,-0.13283934316678944,14786
-0.6236095644623242,1.7384917914407922,-0.7071067811865475,6.871317991524038e-16,-0.15940950242283325,0.9872125457758856,0.4999999999999997,-0.13283934316678941,14580
-0.623609564462324,1.7384917914407922,-0.7071067811865471,1.0746155488328968e-15,-0.1594095024228336,0.9872125457758858,-0.4999999999999996,-0.1328393431667894,14905
-0.6236095644623243,1.7384917914407922,0.7071067811865475,1.4094858734618754e-16,0.9872125457758861,0.15940950242283408,0.4999999999999998,-0.1328393431667894,4714
-0.6236095644623242,1.7384917914407922,0.7071067811865477,5.284323370266808e-16,0.9872125457758857,0.15940950242283433,-0.4999999999999997,-0.1328393431667894,4881
-0.6236095644623244,1.7384917914407922,0.7071067811865474,4.49379971939043e-16,0.41390152167652516,0.5733110240993587,0.4999999999999998,-0.13283934316678933,4768
-0.6236095644623242,1.7384917914407922,0.7071067811865476,8.368637216195361e-16,0.41390152167652483,0.573311024099359,-0.4999999999999997,-0.13283934316678933,4879
-0.6236095644623244,1.7384917914407922,0.7071067811865476,9.34362514752185e-16,-0.1594095024228332,0.9872125457758851,0.5000000000000002,-0.1328393431667893,4787
-0.6236095644623242,1.7384917914407922,0.7071067811865478,1.3218462644326781e-15,-0.15940950242283358,0.9872125457758856,-0.49999999999999933,-0.1328393431667893,4903
1.2472191289246484,-0.2831702245963549,0.7071067811865471,-0.7071067811865474,0.57331102409936,-0.41390152167652505,0.4999999999999999,0.5097201427274086,3182
1.2472191289246484,-0.2831702245963549,0.7071067811865475,-0.7071067811865469,0.5733110240993595,-0.41390152167652483,-0.4999999999999992,0.5097201427274086,3232
1.2472191289246473,-0.5860756711240414,0.7071067811865474,-0.7071067811865475,0.5733110240993597,-0.41390152167652483,0.4999999999999999,-0.4433004711440144,3299
1.2472191289246473,-0.5860756711240414,0.7071067811865476,-0.7071067811865471,0.5733110240993594,-0.41390152167652455,-0.4999999999999995,-0.4433004711440144,3428
1.2472191289246486,-0.2831702245963549,0.707106781186547,-0.707106781186547,-5.757162936070575e-16,-4.1175133117347097e-16,0.4999999999999998,0.5097201427274086,3268
1.2472191289246486,-0.2831702245963549,0.7071067811865474,-0.7071067811865466,-9.305647241514697e-16,-1.6378932694155606e-16,-0.49999999999999933,0.5097201427274086,3412
1.247219128924647,-0.5860756711240414,0.7071067811865471,-0.7071067811865471,-7.024987748860602e-16,-2.002897951329308e-16,0.4999999999999999,-0.4433004711440144,3089
1.247219128924647,-0.5860756711240414,0.7071067811865475,-0.7071067811865468,-1.0573472054304723e-15,4.7672209098984135e-17,-0.49999999999999933,-0.4433004711440144,3605
1.2472191289246488,-0.2831702245963549,0.7071067811865474,-0.7071067811865465,-0.5733110240993593,0.4139015216765262,0.5000000000000002,0.5097201427274086,3271
1.247219128924647,-0.5860756711240414,0.7071067811865475,-0.7071067811865468,-0.5733110240993593,0.4139015216765263,0.5000000000000002,-0.4433004711440144,3341
1.2472191289246488,-0.2831702245963549,0.7071067811865476,-0.7071067811865461,-0.5733110240993595,0.41390152167652644,-0.4999999999999989,0.5097201427274086,3053
1.247219128924647,-0.5860756711240414,0.7071067811865477,-0.7071067811865464,-0.5733110240993596,0.4139015216765265,-0.49999999999999906,-0.4433004711440144,3429
1.2472191289246484,-0.2831702245963549,-0.7071067811865478,-0.7071067811865476,0.57331102409936,-0.4139015216765249,0.4999999999999998,0.5097201427274085,5194
1.2472191289246484,-0.2831702245963549,-0.7071067811865476,-0.7071067811865471,0.5733110240993595,-0.41390152167652466,-0.4999999999999997,0.5097201427274085,5350
1.2472191289246464,-0.5860756711240414,-0.7071067811865476,-0.7071067811865478,0.57331102409936,-0.4139015216765247,0.4999999999999995,-0.4433004711440145,5463
1.2472191289246464,-0.5860756711240414,-0.7071067811865474,-0.7071067811865474,0.5733110240993596,-0.4139015216765245,-0.5,-0.4433004711440145,5468
1.247219128924648,-0.2831702245963549,-0.7071067811865479,-0.7071067811865472,-5.752716057278089e-16,-2.7216817913906223e-16,0.4999999999999995,0.5097201427274085,5231
1.2472191289246466,-0.5860756711240414,-0.7071067811865477,-0.7071067811865475,-5.205226529161613e-16,-1.2305868932655096e-16,0.4999999999999998,-0.4433004711440145,5432
1.247219128924648,-0.2831702245963549,-0.7071067811865477,-0.7071067811865468,-9.30120036272221e-16,-2.4206174907147276e-17,-0.4999999999999996,0.5097201427274085,5308
1.2472191289246466,-0.5860756711240414,-0.7071067811865475,-0.707106781186547,-8.753710834605736e-16,1.2490331490536407e-16,-0.4999999999999998,-0.4433004711440145,5515
1.2472191289246484,-0.2831702245963549,-0.7071067811865477,-0.7071067811865468,-0.5733110240993592,0.4139015216765262,0.5000000000000002,0.5097201427274085,5263
1.2472191289246484,-0.2831702245963549,-0.7071067811865475,-0.7071067811865464,-0.5733110240993595,0.41390152167652644,-0.4999999999999992,0.5097201427274085,5316
1.2472191289246468,-0.5860756711240414,-0.7071067811865475,-0.707106781186547,-0.5733110240993591,0.41390152167652644,0.5,-0.4433004711440145,5435
1.2472191289246468,-0.5860756711240414,-0.7071067811865471,-0.7071067811865466,-0.5733110240993594,0.41390152167652666,-0.49999999999999944,-0.4433004711440145,5494
1.2472191289246481,-0.2831702245963549,-0.7071067811865479,0.7071067811865465,0.57331102409936,-0.4139015216765259,0.4999999999999998,0.5097201427274084,5207
1.2472191289246466,-0.5860756711240414,-0.7071067811865477,0.7071067811865462,0.5733110240993597,-0.4139015216765257,0.49999999999999944,-0.44330047114401466,5365
1.2472191289246481,-0.2831702245963549,-0.7071067811865477,0.7071067811865468,0.5733110240993596,-0.4139015216765256,-0.4999999999999996,0.5097201427274084,5295
1.2472191289246466,-0.5860756711240414,-0.7071067811865475,0.7071067811865466,0.5733110240993594,-0.41390152167652544,-0.4999999999999998,-0.44330047114401466,5486
1.2472191289246481,-0.2831702245963549,-0.7071067811865481,0.7071067811865467,-6.078304062899685e-16,-1.195457778340948e-15,0.4999999999999997,0.5097201427274084,5256
1.2472191289246464,-0.5860756711240414,-0.7071067811865478,0.7071067811865465,-7.06904571735537e-16,-1.0037011106805372e-15,0.49999999999999944,-0.44330047114401466,5449
1.2472191289246481,-0.2831702245963549,-0.7071067811865478,0.7071067811865471,-9.626788368343808e-16,-9.47495774109033e-16,-0.49999999999999944,0.5097201427274084,5328
1.2472191289246464,-0.5860756711240414,-0.7071067811865476,0.7071067811865469,-1.061753002279949e-15,-7.557391064486224e-16,-0.4999999999999998,-0.44330047114401466,5510
1.2472191289246481,-0.2831702245963549,-0.7071067811865478,0.7071067811865471,-0.5733110240993591,0.4139015216765252,0.5000000000000001,0.5097201427274084,5235
