0,1,2,3,4,5,6,7,8,9,10,11,12,13,PREF
-0.5971689461385103,0.3244023820189485,-0.2930995147251395,-0.09780343885198291,0.022541861264243686,0.2672711796872226,0.49999999999999867,-0.39293468725616876,-1.074369522745125,0.5586322110937879,-0.4367800152906803,-0.5051769644183289,-0.5786913866044938,-0.1383319628051391,0.502896333
-0.529388116782495,1.0355695384674397,0.5606579064705426,-0.28928038156392627,-0.369773760007972,0.2146925981449604,0.5,-0.30366776032137466,-0.3783001271016892,0.28490855629430883,-0.4367800152906809,-0.5051769644183208,-0.5786913866044944,-0.13833196280514265,0.568212308
-0.851902233250221,-0.04482985630458944,0.2325420772132834,0.8368776771840307,-0.3900214186760993,0.2691261609607345,-0.5,-0.7096251346792719,0.0418615952143671,0.19479985180013407,-0.43678001529068294,-0.5051769644183183,-0.5786913866044942,-0.13833196280514096,3.267649641
-0.5711388138847051,0.45650968939046677,0.7724169463468142,0.7829882966557232,0.135854789039397,0.04377233490591254,0.5,-0.1608489273132826,0.1329592422693283,-0.6646635754520518,-0.4047126760219964,0.15579230794385995,0.6269156688215358,-0.4678815564207351,0.53944459
-0.52954793318895,0.18085541944279895,0.3264546259266529,0.28530952257579795,-0.11290055251866866,0.8358498679160271,-0.5,-0.9245876334766172,-0.18569652070039694,0.3849144463640587,-0.40471267602199645,0.15579230794386595,0.6269156688215345,-0.46788155642073326,6.512719641
-0.5522794674907836,0.09674702042024835,0.31040970037502846,0.197527895067782,0.34086285961566953,0.9272847675309177,-0.5,-0.7476650106553109,-0.20002929743081224,-0.4745489808881301,-0.40471267602199545,0.15579230794385518,0.6269156688215336,-0.46788155642073476,5.856607385
-0.8519022332502196,-0.04482985630458895,0.23254207721327985,0.8368776771840306,-0.3900214186760776,0.2691261609607327,-0.5,-0.7096251346792739,0.041861595214364694,0.19479985180013568,-0.40471267602199784,0.1557923079438726,0.6269156688215342,-0.46788155642073526,6.509292436
-0.8746337675520576,-0.12893825532713885,0.21649715166165745,0.7490960496760127,0.06374199345825952,0.36056106057562365,-0.5,-0.5327025118579672,0.027528818483948923,-0.6646635754520533,-0.40471267602199623,0.15579230794386323,0.6269156688215349,-0.46788155642073476,5.870778
-0.22605297952159562,0.7663033641604053,0.8823744206118103,0.31920176955550883,-0.040787756937529285,0.5190611422463164,-0.5,-0.5527340489319341,-0.08026609691501899,0.3849144463640608,-0.4047126760219974,0.15579230794386303,0.6269156688215342,-0.4678815564207321,6.531094846
-0.5484072795828666,0.5406180884130132,0.7884618718984361,0.8707699241637366,-0.3179086230949403,-0.04766256470897569,-0.5,-0.33777155013458876,0.14729201899974567,0.194799851800138,-0.404712676021993,0.15579230794390486,0.6269156688215379,-0.46788155642065393,6.511661769
-0.24878451382343147,0.6821949651378525,0.866329495060187,0.23142014204748987,0.4129756551968079,0.6104960418612072,-0.5,-0.3758114261106266,-0.094598873645436,-0.4745489808881278,-0.4047126760219882,0.15579230794383628,0.6269156688215543,-0.467881556420697,5.870873872
-0.5711388138847037,0.45650968939046693,0.7724169463468136,0.7829882966557211,0.13585478903939782,0.04377233490591305,-0.5,-0.1608489273132818,0.13295924226932723,-0.6646635754520509,-0.40471267602199673,0.15579230794386048,0.6269156688215352,-0.4678815564207346,5.844916949
-0.10360400480545753,0.4916932228848972,-0.3377238522062979,0.2938701649623633,-0.029203031461582596,0.7176898490142186,0.5,-1.0276439321412771,0.31267070536919017,0.35684780070194283,-0.40471267602199507,0.1557923079438631,0.6269156688215353,-0.4678815564207317,0.467633154
-0.6389196432407122,-0.25465746705800574,-0.08134047484886456,0.9744652393676754,0.5281704103115874,0.09635091644815645,0.5,-0.25011585424811317,-0.5631101533741232,-0.3909399206525894,-0.4367800152906813,-0.5051769644183485,-0.5786913866044942,-0.13833196280514484,0.374817641
-0.12633553910729273,0.40758482386234596,-0.3537687777579205,0.20608853745434524,0.42456038067275426,0.8091247486291074,0.5,-0.850721309319971,0.29833792863877207,-0.5026156265502468,-0.4047126760219943,0.15579230794385282,0.626915668821535,-0.4678815564207332,0.526568538
0.19989094886189537,1.0771411676025047,0.21819594247885873,0.32776241194207195,0.04290976411955722,0.4009011233445056,0.5,-0.6557903475965946,0.41810112915456793,0.35684780070194494,-0.4047126760219949,0.1557923079438608,0.626915668821535,-0.46788155642073137,0.474230538
0.17715941456005965,0.9930327685799535,0.20215101692723586,0.23998078443405446,0.49667317625389407,0.4923360229593959,0.5,-0.4788677247752877,0.4037683524241503,-0.5026156265502444,-0.40471267602199407,0.15579230794385063,0.626915668821535,-0.46788155642073287,0.533739923
-0.10360400480545738,0.4916932228848973,-0.33772385220629747,0.29387016496236285,-0.029203031461582273,0.7176898490142167,-0.5,-1.0276439321412787,0.3126707053691901,0.3568478007019423,-0.40471267602199507,0.15579230794386278,0.626915668821535,-0.46788155642073165,6.541553205
0.1998909488618955,1.0771411676025047,0.21819594247885876,0.3277624119420721,0.04290976411955718,0.40090112334450556,-0.5,-0.6557903475965946,0.4181011291545684,0.35684780070194494,-0.4047126760219949,0.1557923079438607,0.6269156688215352,-0.46788155642073154,6.550136179
-0.12633553910729312,0.40758482386234657,-0.3537687777579203,0.2060885374543457,0.42456038067275487,0.8091247486291069,-0.5,-0.8507213093199721,0.29833792863877195,-0.5026156265502469,-0.40471267602199434,0.15579230794385268,0.626915668821535,-0.4678815564207332,5.863638538
0.1771594145600598,0.9930327685799539,0.20215101692723597,0.2399807844340546,0.49667317625389407,0.4923360229593958,-0.5,-0.4788677247752879,0.4037683524241502,-0.5026156265502445,-0.4047126760219943,0.15579230794385066,0.6269156688215353,-0.4678815564207332,5.861659737
-0.42595830486672814,0.26600794713750947,-0.4316364009196707,0.845438319570593,-0.306323897618993,0.15096614205892245,0.5,-0.8126814333439346,0.5402288212839531,0.1667332061380189,-0.4047126760219968,0.15579230794386925,0.6269156688215353,-0.46788155642073376,0.478926921
-0.4486898391685638,0.18189954811495854,-0.4476813264712936,0.7576566920625755,0.14743951451534396,0.24240104167381274,0.5,-0.6357588105226275,0.5258960445535351,-0.69273022111417,-0.404712676021996,0.1557923079438592,0.6269156688215352,-0.46788155642073526,0.528323051
