0,1,2,3,4,5,6,PREF
-0.7071067811865509,0.826615821738013,-0.24343000656110994,0.08630246322122753,-0.5000000000000027,-0.35355339059327145,0.1031197389230352,7319.55857142857
0.7071067811865533,-0.03206507396749537,0.8112386709348178,-0.3014359796231692,-0.499999999999996,0.11785113019776315,-0.6039870422635105,13218.689285714288
-0.7071067811865451,-0.03206507396749572,0.8112386709348179,-0.30143597962317165,-0.3000000000000008,-0.47140452079102885,-0.2504336516702385,7655.855357142856
0.7071067811865528,-0.03206507396749375,0.8112386709348112,-0.30143597962316926,-0.09999999999999701,0.11785113019776,-0.3682847818679933,11976.664285714283
0.7071067811865482,-0.03206507396749447,0.8112386709348129,-0.3014359796231663,0.09999999999999594,-0.4714045207910301,0.22097086912079475,9882.7925
0.7071067811865482,0.8266158217380113,-0.2434300065611087,0.08630246322122608,-0.2999999999999984,1.9660649857160444e-15,-0.25043365167023457,9154.703928571427
0.7071067811865482,-0.3939087069498249,-0.03749987705601168,0.7703438776351118,0.10000000000000105,-0.11785113019775707,-0.3682847818679937,10050.642500000002
0.7071067811865485,0.8266158217380114,-0.24343000656110902,0.0863024632212261,-0.29999999999999616,0.11785113019776204,-0.6039870422635102,11569.489285714286
0.7071067811865481,-0.0320650739674947,0.8112386709348125,-0.3014359796231663,-0.30000000000000243,-0.23570226039551487,0.22097086912079408,9130.739642857145
0.707106781186546,-0.032065073967494445,0.8112386709348129,-0.3014359796231661,0.5000000000000009,-0.11785113019776015,-0.13258252147247573,10580.721428571427
-0.7071067811865479,-0.3939087069498246,-0.037499877056011655,0.7703438776351117,-0.4999999999999979,0.2357022603955198,-0.25043365167023696,9600.6725
-0.7071067811865481,-0.40064204082069155,-0.5303087873176926,-0.555210361233172,-0.5000000000000024,-0.11785113019775646,0.33882199931855167,7374.263214285714
-0.7071067811865481,-0.39390870694982477,-0.037499877056011675,0.7703438776351115,-0.4999999999999974,0.11785113019776222,-0.36828478186799535,9632.08392857143
0.707106781186548,-0.4006420408206916,-0.5303087873176926,-0.5552103612331721,-0.09999999999999716,0.3535533905932748,-0.1325825214724764,12330.353571428572
0.7071067811865479,-0.3939087069498249,-0.03749987705601158,0.7703438776351114,0.1000000000000009,-0.2357022603955144,-0.4861359120657521,10082.863571428572
-0.7071067811865482,-0.3939087069498251,-0.03749987705601128,0.770343877635112,0.09999999999999733,-0.23570226039551723,0.2209708691207955,10800.989285714288
0.707106781186548,0.8266158217380111,-0.24343000656110886,0.08630246322122626,-0.5000000000000041,-0.7071067811865441,-0.014731391274724295,6634.912499999998
0.7071067811865483,-0.4006420408206914,-0.5303087873176925,-0.5552103612331722,-0.499999999999997,0.353553390593277,-0.13258252147247823,8753.800714285715
0.7071067811865478,0.8266158217380111,-0.24343000656110883,0.08630246322122712,0.09999999999999624,-0.23570226039551817,0.4566731295163115,7731.515357142855
-0.707106781186548,-0.3939087069498251,-0.03749987705601139,0.7703438776351115,0.29999999999999705,-0.4714045207910333,-0.01473139127472056,11265.485714285713
0.707106781186548,-0.39390870694982494,-0.037499877056011405,0.7703438776351117,0.09999999999999865,-0.11785113019775885,0.103119738923038,9883.890357142856
0.7071067811865481,-0.3939087069498249,-0.03749987705601128,0.7703438776351115,-0.5000000000000023,-0.11785113019775628,0.33882199931855117,6610.518928571428
0.707106781186548,0.826615821738011,-0.24343000656110883,0.08630246322122649,-0.10000000000000411,-0.7071067811865465,-0.014731391274722686,7435.688928571426
0.7071067811865479,0.8266158217380114,-0.24343000656110883,0.08630246322122676,0.10000000000000009,-4.946451914943661e-16,-0.014731391274719239,10056.926428571427
-0.7071067811865483,-0.3939087069498247,-0.03749987705601176,0.7703438776351117,0.3000000000000024,1.0696660115124366e-16,-0.48613591206575046,14143.63928571429
-0.7071067811865481,-0.03206507396749487,0.8112386709348132,-0.3014359796231659,0.49999999999999756,-0.11785113019776218,0.3388219993185558,11726.953571428572
0.7071067811865479,-0.03206507396749445,0.8112386709348125,-0.30143597962316687,-0.09999999999999619,0.11785113019776086,-0.6039870422635092,16783.885714285716
0.7071067811865482,-0.40064204082069144,-0.5303087873176928,-0.5552103612331725,-0.4999999999999997,-0.23570226039551184,-0.2504336516702381,8795.108214285716
0.707106781186548,0.8266158217380111,-0.2434300065611086,0.08630246322122731,0.2999999999999977,-3.5263285386034615e-15,0.45667312951631334,7640.625357142858
0.7071067811865479,0.8266158217380111,-0.24343000656110883,0.08630246322122698,0.4999999999999958,-0.5892556509887927,0.10311973892303808,7958.739999999998
-0.7071067811865479,-0.03206507396749464,0.8112386709348126,-0.3014359796231666,0.09999999999999841,-0.4714045207910309,-0.25043365167023685,10802.364285714284
0.7071067811865481,-0.032065073967494556,0.8112386709348128,-0.30143597962316687,-0.29999999999999866,-0.11785113019775464,-0.368284781867995,6867.651428571429
0.707106781186548,-0.39390870694982494,-0.037499877056011544,0.7703438776351114,-0.5000000000000001,-0.11785113019775444,-0.1325825214724804,8872.176071428568
0.7071067811865481,-0.39390870694982494,-0.037499877056011585,0.7703438776351115,-0.09999999999999891,-0.11785113019775587,-0.36828478186799446,9805.199642857144
-0.707106781186548,-0.4006420408206917,-0.5303087873176925,-0.5552103612331718,-0.1000000000000009,0.11785113019775713,0.3388219993185542,10486.157142857144
0.707106781186548,-0.032065073967494744,0.8112386709348129,-0.30143597962316604,-0.30000000000000215,0.11785113019775727,0.5745242597140694,6837.88607142857
0.7071067811865481,-0.39390870694982477,-0.0374998770560115,0.7703438776351115,0.10000000000000217,-0.11785113019775596,-0.6039870422635095,22299.70357142857
-0.7071067811865482,-0.4006420408206916,-0.5303087873176925,-0.5552103612331718,0.500000000000003,0.47140452079102874,-0.014731391274715764,14562.467857142854
0.7071067811865478,0.8266158217380113,-0.24343000656110877,0.08630246322122716,0.29999999999999627,-0.3535533905932767,0.33882199931855417,7818.407142857141
0.7071067811865479,-0.03206507396749461,0.8112386709348128,-0.30143597962316654,0.2999999999999999,-0.23570226039551656,-0.25043365167023507,10409.453571428574
-0.7071067811865481,-0.03206507396749475,0.8112386709348126,-0.3014359796231663,0.4999999999999985,-0.23570226039551861,-0.014731391274718574,11676.982142857143
-0.707106781186548,0.8266158217380113,-0.24343000656110883,0.08630246322122663,0.29999999999999727,-0.47140452079103307,-0.0147313912747202,11257.614285714284
-0.707106781186548,-0.03206507396749459,0.8112386709348126,-0.30143597962316665,0.5000000000000037,0.11785113019775742,-0.6039870422635069,23177.10714285714
0.7071067811865482,-0.4006420408206914,-0.5303087873176928,-0.5552103612331725,-0.09999999999999888,-0.23570226039551317,-0.48613591206575235,12169.2
-0.7071067811865481,0.8266158217380114,-0.24343000656110886,0.08630246322122581,-0.4999999999999988,-0.23570226039551076,-0.4861359120657543,9772.779285714283
-0.7071067811865481,-0.39390870694982477,-0.03749987705601148,0.7703438776351111,0.10000000000000096,-0.23570226039551448,-0.4861359120657521,10826.932142857142
